"file","bug","loc","bf","hcm"
"org::eclipse::pde::internal::ui::search::dependencies::UnusedDependenciesJob ",0,28,4,17.5178
"org::eclipse::pde::internal::ui::editor::text::TranslationHyperlink ",0,73,2,6.15544
"org::eclipse::pde::internal::ui::PDEPerspective ",1,58,3,10.9039
"org::eclipse::pde::internal::ui::editor::text::MultilineDamagerRepairer ",0,9,0,1.76682
"org::eclipse::pde::internal::ui::editor::PDEDetails ",0,28,3,9.20458
"org::eclipse::pde::internal::ui::views::plugins::PluginsLabelProvider ",0,29,4,7.20709
"org::eclipse::pde::internal::ui::refactoring::BuildPropertiesChange ",0,59,4,5.25839
"org::eclipse::pde::internal::core::text::DocumentAttributeNode ",0,97,1,4.41258
"org::eclipse::pde::internal::ui::wizards::WizardCollectionElement ",0,54,0,6.41569
"org::eclipse::pde::internal::ui::wizards::ctxhelp::RegisterCtxHelpOperation ",0,207,1,0
"org::eclipse::pde::internal::ui::preferences::PDECompilersConfigurationBlock ",0,461,8,3.81443
"org::eclipse::pde::internal::core::EclipseHomeInitializer ",1,11,3,10.9403
"org::eclipse::pde::internal::ui::wizards::plugin::TemplateListSelectionPage ",2,89,3,11.4311
"org::eclipse::pde::internal::runtime::registry::PluginObjectAdapter ",0,6,0,0
"org::eclipse::pde::internal::core::site::SiteCategoryDefinition ",0,62,1,9.09107
"org::eclipse::pde::internal::ui::launcher::OpenLogDialog ",0,156,2,10.2788
"org::eclipse::pde::internal::core::product::AboutInfo ",0,58,0,5.72876
"org::eclipse::pde::internal::ui::wizards::tools::OrganizeManifest ",0,372,8,18.1407
"org::eclipse::pde::internal::core::ExternalJavaSearchInitializer ",0,8,1,9.53614
"org::eclipse::pde::internal::ui::editor::schema::SchemaEditorContributor ",0,19,0,11.7532
"org::eclipse::pde::internal::core::PDEAuxiliaryState ",0,230,4,10.571
"org::eclipse::pde::internal::ui::editor::plugin::BundleHyperlinkDetector ",0,105,3,7.67578
"org::eclipse::pde::internal::core::SourceLocationManager ",2,210,20,22.4197
"org::eclipse::pde::internal::ui::views::dependencies::HistoryListAction ",0,20,2,4.87697
"org::eclipse::pde::internal::ui::util::SWTUtil ",0,44,2,9.31549
"org::eclipse::ui::internal::views::log::EventDetailsDialogAction ",0,41,3,4.25341
"org::eclipse::pde::internal::core::FeatureModelManager ",0,278,11,18.222
"org::eclipse::pde::internal::ui::wizards::provisioner::ProvisionerListSelectionPage ",1,88,3,8.97676
"org::eclipse::pde::internal::ui::wizards::plugin::AbstractFieldData ",0,84,4,12.178
"org::eclipse::pde::internal::ui::templates::osgi::HelloOSGiNewWizard ",0,10,2,3.15995
"org::eclipse::pde::internal::ui::editor::plugin::ExtensionDetails ",0,210,10,21.4513
"org::eclipse::pde::internal::ui::correction::AddBundleClassPathMarkerResolution ",0,17,1,1.76682
"org::eclipse::pde::internal::core::text::build::Build ",0,98,2,6.19566
"org::eclipse::pde::internal::ui::search::dependencies::AddNewBinaryDependenciesOperation ",0,31,1,1.76682
"org::eclipse::pde::internal::ui::correction::AddSourceBuildEntryResolution ",0,43,3,5.01058
"org::eclipse::pde::internal::ui::editor::product::ProductOutlinePage ",0,22,0,4.78875
"org::eclipse::pde::internal::ui::views::plugins::CopyToClipboardAction ",0,45,1,1.76682
"org::eclipse::pde::internal::ui::editor::build::AddLibraryDialog ",0,82,6,11.8849
"org::eclipse::pde::internal::ui::editor::NullUndoManager ",1,24,1,7.47927
"org::eclipse::pde::internal::ui::launcher::JREBlock ",0,255,9,14.3803
"org::eclipse::pde::internal::ui::templates::ide::MultiPageEditorTemplate ",0,100,4,5.95836
"org::eclipse::pde::internal::core::PDEExtensionRegistry ",0,187,10,17.9368
"org::eclipse::pde::internal::runtime::PDERuntimeMessages ",2,0,20,15.3743
"org::eclipse::pde::internal::core::text::ctxhelp::CtxHelpDescription ",0,27,2,1.38451
"org::eclipse::pde::internal::ui::editor::text::AnnotationHover ",0,48,1,5.98276
"org::eclipse::pde::internal::core::text::build::BuildEntry ",0,156,3,11.9472
"org::eclipse::pde::internal::ui::tests::macro::DefaultWidgetResolver ",0,30,0,3.96663
"org::eclipse::pde::internal::ui::search::dependencies::UnusedImportsDialog ",0,41,2,16.1857
"org::eclipse::pde::internal::core::target::WorkspaceTargetModel ",2,83,2,6.02605
"org::eclipse::pde::internal::ui::launcher::LaunchConfigurationListener ",0,17,2,9.06665
"org::eclipse::pde::internal::ui::editor::validation::AbstractControlValidator ",0,99,1,4.91442
"org::eclipse::pde::internal::ui::editor::build::BuildEditorContributor ",0,12,0,7.38593
"org::eclipse::pde::internal::ui::preferences::SourceCodeLocationsPreferenceNode ",1,3,1,6.42966
"org::eclipse::pde::internal::ui::editor::plugin::ExtensionElementDetails ",0,199,11,19.8234
"org::eclipse::pde::internal::ui::editor::plugin::ExecutionEnvironmentSection ",0,501,13,19.4569
"org::eclipse::pde::internal::ui::samples::ProjectNamesPage ",0,115,0,5.36933
"org::eclipse::pde::internal::ui::search::PluginSearchQuery ",0,33,0,6.41569
"org::eclipse::pde::internal::ui::editor::target::TargetOutlinePage ",0,50,4,11.6615
"org::eclipse::pde::internal::ui::wizards::tools::UpdateBuildpathWizard ",0,33,1,9.02416
"org::eclipse::pde::internal::ui::wizards::WizardTreeSelectionPage ",0,123,3,11.2037
"org::eclipse::pde::internal::ui::correction::ResolutionGenerator ",0,118,19,18.2366
"org::eclipse::pde::internal::ui::editor::cheatsheet::simple::SimpleCSEditorContributor ",0,27,5,6.82195
"org::eclipse::pde::internal::ui::correction::RenameProvidePackageResolution ",0,12,1,1.76682
"org::eclipse::pde::internal::core::feature::FeatureURL ",0,78,1,9.74272
"org::eclipse::pde::internal::ui::search::OpenPluginSearchPageAction ",0,21,1,3.36633
"org::eclipse::pde::internal::core::site::AbstractSiteModel ",0,64,2,10.231
"org::eclipse::pde::internal::ui::editor::contentassist::VirtualSchemaObject ",0,58,6,5.96006
"org::eclipse::pde::internal::ui::editor::plugin::ResourceAttributeValue ",0,13,0,6.41569
"org::eclipse::pde::ui::templates::ComboChoiceOption ",0,69,3,5.7361
"org::eclipse::pde::internal::ui::wizards::extension::NewExtensionPointMainPage ",0,79,6,14.7861
"org::eclipse::pde::internal::ui::editor::feature::FeatureIncludesPage ",0,45,4,11.602
"org::eclipse::pde::internal::ui::editor::toc::details::HelpEditorFilter ",0,25,1,0
"org::eclipse::pde::internal::ui::wizards::tools::ConvertProjectsAction ",0,58,4,12.307
"org::eclipse::pde::internal::ui::elements::ListContentProvider ",0,9,0,6.41569
"org::eclipse::pde::internal::core::text::plugin::PluginNode ",0,15,0,3.30831
"org::eclipse::pde::internal::ui::parts::FormBrowser ",0,44,0,6.41569
"org::eclipse::pde::internal::ui::wizards::target::TargetDefinitionFromPlatformOperation ",1,103,2,8.22594
"org::eclipse::pde::internal::ui::editor::text::PDEQuickAssistAssistant ",0,16,4,8.29798
"org::eclipse::pde::internal::ui::editor::cheatsheet::simple::SimpleCSInputContext ",0,60,4,5.74149
"org::eclipse::pde::internal::ui::correction::ExternalizeStringsResolution ",0,22,2,3.18664
"org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSAction ",0,59,2,5.74856
"org::eclipse::pde::internal::ui::wizards::toc::NewTocFileWizard ",0,34,1,5.02919
"org::eclipse::pde::internal::ui::editor::plugin::ImportPackageSection ",0,564,22,31.2057
"org::eclipse::pde::internal::ui::editor::toc::TocFileValidator ",0,34,3,5.02919
"org::eclipse::pde::internal::ui::wizards::provisioner::update::UpdateSiteProvisionerPage ",0,136,1,4.77474
"org::eclipse::pde::internal::ui::editor::toc::TocDropAdapter ",0,114,5,5.02919
"org::eclipse::pde::internal::ui::templates::ide::DecoratorTemplate ",0,177,4,5.80709
"org::eclipse::pde::internal::runtime::OverlayIcon ",0,80,1,8.70423
"org::eclipse::pde::internal::core::text::bundle::RequireBundleObject ",0,91,1,7.56276
"org::eclipse::pde::internal::ui::editor::target::LocationsSection ",0,208,5,12.5792
"org::eclipse::pde::internal::ui::search::dependencies::CalculateUsesAction ",0,41,1,1.76682
"org::eclipse::pde::internal::ui::editor::target::TargetDefinitionSection ",0,191,6,13.1504
"org::eclipse::pde::internal::ui::editor::cheatsheet::comp::CompCSInputContext ",0,53,2,2.97312
"org::eclipse::pde::internal::ui::editor::toc::TocTreeSection ",0,828,10,6.59762
"org::eclipse::pde::internal::ui::refactoring::RefactoringPluginInfo ",0,19,1,3.05459
"org::eclipse::pde::internal::core::util::IdUtil ",3,85,7,10.7326
"org::eclipse::pde::internal::ui::editor::feature::PluginDetailsSection ",0,173,2,11.6158
"org::eclipse::pde::internal::ui::tests::macro::ToggleStructuredCommand ",0,19,0,4.59691
"org::eclipse::pde::internal::core::target::LocationInfo ",0,36,0,6.04232
"org::eclipse::pde::internal::ui::nls::ExternalizeStringsWizard ",0,12,2,7.63517
"org::eclipse::pde::internal::ui::templates::osgi::OSGiSimpleLogServiceNewWizard ",0,12,2,1.56044
"org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSItem ",0,97,1,4.41258
"org::eclipse::pde::internal::ui::editor::cheatsheet::simple::details::SimpleCSSubItemDetails ",0,123,19,14.5398
"org::eclipse::pde::internal::core::builders::BuildErrorReporter ",0,441,27,23.5046
"org::eclipse::pde::internal::core::schema::SchemaAttribute ",0,180,7,14.6883
"org::eclipse::pde::internal::ui::wizards::site::NewSiteProjectCreationOperation ",0,390,2,12.3915
"org::eclipse::pde::ui::launcher::OSGiLaunchConfigurationDelegate ",1,15,0,3.17013
"org::eclipse::pde::internal::core::cheatsheet::comp::CompCSModel ",0,62,2,3.0616
"org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSPerformWhen ",0,29,1,4.41258
"org::eclipse::pde::internal::core::AbstractModelManager ",0,21,2,8.88385
"org::eclipse::pde::internal::ui::editor::schema::SchemaInputContextManager ",0,10,0,4.64887
"org::eclipse::pde::internal::ui::editor::schema::SchemaSpecSection ",0,79,3,14.8927
"org::eclipse::pde::internal::core::builders::XMLErrorReporter ",0,260,7,9.65979
"org::eclipse::pde::internal::core::product::ProductModelFactory ",1,36,1,11.4216
"org::eclipse::pde::internal::ui::editor::actions::PDEActionConstants ",0,0,3,5.89435
"org::eclipse::pde::internal::ui::editor::plugin::NewElementAction ",0,27,10,18.9709
"org::eclipse::pde::internal::ui::editor::schema::SchemaSourcePage ",0,39,4,11.9006
"org::eclipse::pde::internal::ui::editor::text::PDEWordFinder ",0,45,1,1.76682
"org::eclipse::pde::internal::ui::editor::ctxhelp::CtxHelpEditor ",0,186,3,2.53371
"org::eclipse::pde::internal::ui::nls::ExternalizeStringsLabelProvider ",0,26,1,6.30121
"org::eclipse::pde::internal::ui::util::OverlayIcon ",0,9,0,6.41569
"org::eclipse::pde::internal::ui::parts::StatusInfo ",0,59,0,6.90569
"org::eclipse::pde::internal::core::RequiredPluginsClasspathContainer ",0,343,17,31.5124
"org::eclipse::pde::internal::ui::tests::macro::WindowCommandTarget ",0,10,0,1.77712
"org::eclipse::pde::internal::ui::editor::feature::URLDetailsSection ",0,176,0,4.75414
"org::eclipse::pde::internal::ui::editor::context::XMLInputContext ",0,440,7,21.0274
"org::eclipse::pde::internal::ui::wizards::feature::CreateFeatureProjectOperation ",0,16,2,4.69129
"org::eclipse::pde::internal::ui::editor::cheatsheet::simple::SimpleCSBlock ",0,67,6,10.2582
"org::eclipse::pde::internal::ui::editor::plugin::ExtensionAttributePointDectector ",0,123,3,4.46612
"org::eclipse::pde::internal::core::text::bundle::ExecutionEnvironment ",0,9,1,5.82553
"org::eclipse::pde::internal::ui::editor::contentassist::TypeCompletionProposal ",0,68,7,6.75539
"org::eclipse::pde::internal::ui::correction::RemoveImportPackageResolution ",0,16,0,3.18664
"org::eclipse::pde::internal::ui::util::TemplateFileGenerator ",0,387,3,3.18918
"org::eclipse::pde::internal::ui::wizards::product::TextEditUtilities ",0,82,1,12.2071
"org::eclipse::pde::internal::ui::commands::CommandCopyFilter ",0,25,0,3.17095
"org::eclipse::pde::internal::ui::correction::UnsupportedSingletonDirectiveResolution ",0,19,1,2.91017
"org::eclipse::pde::internal::ui::wizards::cheatsheet::RegisterSimpleCSWizardPage ",0,9,1,2.97312
"org::eclipse::pde::internal::core::cheatsheet::comp::CompCSTaskGroup ",0,147,2,4.38535
"org::eclipse::pde::internal::core::product::JREInfo ",0,104,3,6.45747
"org::eclipse::pde::internal::ui::wizards::product::RemoveSplashHandlerBindingAction ",0,137,2,3.28852
"org::eclipse::pde::internal::ui::editor::text::XMLWhitespaceDetector ",0,3,1,5.98276
"org::eclipse::pde::internal::ui::editor::SourceOutlinePage ",0,95,8,17.5143
"org::eclipse::pde::internal::ui::editor::plugin::JavaAttributeWizard ",0,71,4,14.7948
"org::eclipse::pde::internal::core::ExtensionDeltaEvent ",0,18,3,4.56949
"org::eclipse::pde::internal::core::text::bundle::FragmentHostHeader ",0,15,0,3.30831
"org::eclipse::pde::internal::ui::editor::PDEProjectionViewer ",0,57,1,1.76682
"org::eclipse::pde::internal::core::build::BuildModelFactory ",0,8,0,6.42599
"org::eclipse::pde::internal::core::PDEManager ",0,69,6,11.1884
"org::eclipse::pde::internal::ui::editor::target::LocationDialog ",0,148,4,10.548
"org::eclipse::pde::internal::ui::refactoring::PDERefactor ",0,7,1,1.76682
"org::eclipse::pde::internal::ui::views::dependencies::CalleesTreeContentProvider ",0,35,5,4.69981
"org::eclipse::pde::internal::ui::editor::build::BuildPage ",0,102,3,15.1891
"org::eclipse::pde::internal::ui::wizards::tools::OrganizeManifestsAction ",0,43,2,10.2622
"org::eclipse::pde::internal::ui::editor::cheatsheet::simple::details::SimpleCSDetails ",0,81,13,14.5398
"org::eclipse::pde::internal::ui::editor::plugin::ManifestSourcePage ",0,101,16,30.6794
"org::eclipse::pde::internal::core::util::PropertiesUtil ",0,156,3,9.59117
"org::eclipse::pde::internal::ui::editor::contentassist::display::HTML2TextReader ",0,216,1,3.19189
"org::eclipse::pde::ui::launcher::TracingTab ",0,43,3,7.17094
"org::eclipse::pde::internal::ui::refactoring::RenamePluginProcessor ",0,108,4,7.92388
"org::eclipse::pde::internal::ui::correction::AddDefaultExecutionEnvironmentResolution ",0,23,2,4.22264
"org::eclipse::pde::internal::core::ClasspathUtilCore ",0,146,20,21.7149
"org::eclipse::pde::internal::ui::editor::actions::CollapseAction ",0,27,7,7.75438
"org::eclipse::pde::ui::templates::PluginReference ",0,36,2,3.94798
"org::eclipse::pde::internal::ui::launcher::VMHelper ",0,29,7,16.519
"org::eclipse::pde::internal::ui::refactoring::BundleManifestChange ",1,183,7,15.8933
"org::eclipse::pde::internal::core::builders::SchemaTransformer ",1,347,8,10.4263
"org::eclipse::pde::internal::core::natures::PDE ",0,24,1,3.19695
"org::eclipse::pde::internal::ui::views::plugins::ImportActionGroup ",0,51,3,6.20292
"org::eclipse::pde::internal::ui::refactoring::PluginManifestChange ",0,111,5,12.5129
"org::eclipse::pde::internal::core::target::TargetPlugin ",0,26,1,4.50329
"org::eclipse::pde::internal::ui::wizards::cheatsheet::CSCategoryTrackerUtil ",0,42,1,1.76682
"org::eclipse::pde::internal::ui::wizards::toc::RegisterTocOperation ",0,304,1,3.1028
"org::eclipse::pde::internal::ui::search::PluginSearchPage ",0,240,11,14.4626
"org::eclipse::pde::core::ModelChangedEvent ",1,26,0,7.46676
"org::eclipse::pde::internal::ui::wizards::imports::BaseImportWizardSecondPage ",1,162,6,20.424
"org::eclipse::pde::internal::ui::views::dependencies::DependenciesViewListPage ",0,31,5,5.97445
"org::eclipse::pde::internal::ui::wizards::Category ",0,23,0,6.41569
"org::eclipse::pde::internal::ui::editor::plugin::ExportPackageVisibilitySection ",0,251,7,19.9182
"org::eclipse::pde::internal::ui::editor::feature::DataSection ",0,265,4,8.67717
"org::eclipse::pde::internal::ui::wizards::tools::OrganizeManifestsWizardPage ",0,283,4,11.2422
"org::eclipse::pde::internal::ui::editor::plugin::rows::ButtonAttributeRow ",0,22,3,6.25954
"org::eclipse::pde::internal::core::cheatsheet::comp::CompCSOnCompletion ",0,10,1,1.77712
"org::eclipse::pde::internal::ui::editor::PDEDragAdapter ",0,179,3,3.79861
"org::eclipse::pde::internal::core::TargetPlatformResetJob ",0,31,5,7.93397
"org::eclipse::pde::internal::ui::editor::feature::FeatureInputContext ",2,93,3,10.1254
"org::eclipse::pde::internal::ui::tests::macro::XMLDefaultHandler ",0,60,0,4.68802
"org::eclipse::pde::internal::ui::editor::text::PluginXMLTextHover ",0,125,6,7.66405
"org::eclipse::pde::internal::ui::search::ClassSearchParticipant ",3,188,6,13.4531
"org::eclipse::pde::internal::core::feature::IdentifiableObject ",0,23,0,7.6651
"org::eclipse::pde::internal::ui::editor::text::PluginXMLConfiguration ",0,26,5,8.70673
"org::eclipse::pde::internal::core::plugin::AbbreviatedFragmentModel ",0,8,1,1.77712
"org::eclipse::pde::internal::ui::wizards::extension::NewExtensionPointWizard ",0,21,0,7.72196
"org::eclipse::pde::internal::ui::tests::macro::MacroInstruction ",0,31,0,1.77712
"org::eclipse::pde::internal::core::plugin::WorkspacePluginModelBase ",2,92,8,15.3538
"org::eclipse::pde::internal::ui::wizards::plugin::NewFragmentProjectWizard ",0,60,3,11.5519
"org::eclipse::pde::internal::ui::editor::FormEntryAdapter ",0,33,1,8.04434
"org::eclipse::pde::internal::ui::editor::plugin::PluginInputContext ",0,99,2,11.3948
"org::eclipse::pde::internal::ui::correction::AppendSeperatorBuildEntryResolution ",0,13,1,3.18664
"org::eclipse::pde::internal::core::target::EnvironmentInfo ",0,96,0,3.19695
"org::eclipse::pde::internal::core::plugin::PluginObject ",0,162,6,21.2841
"org::eclipse::pde::internal::ui::util::AbstractOverlayIcon ",0,79,0,6.41569
"org::eclipse::pde::internal::ui::tests::macro::ExpansionCommand ",0,36,0,4.68802
"org::eclipse::pde::internal::ui::editor::product::IntroSection ",1,194,12,21.9232
"org::eclipse::pde::internal::ui::wizards::exports::ProductConfigurationSection ",0,183,2,7.57679
"org::eclipse::pde::internal::core::BinaryRepositoryProvider ",2,51,2,16.9512
"org::eclipse::pde::internal::core::util::PatternConstructor ",0,24,0,4.83769
"org::eclipse::pde::internal::ui::editor::plugin::ManifestHyperlinkDetector ",0,77,3,6.85931
"org::eclipse::pde::internal::ui::views::plugins::PluginsView ",1,739,11,12.2608
"org::eclipse::pde::internal::ui::tests::macro::ModifyCommand ",0,78,0,6.01575
"org::eclipse::pde::internal::ui::nls::GetNonExternalizedStringsAction ",0,33,2,7.20141
"org::eclipse::pde::internal::ui::wizards::tools::OrganizeManifestsWizard ",0,16,5,7.38898
"org::eclipse::pde::internal::ui::editor::cheatsheet::comp::CompCSEditor ",0,69,5,7.48725
"org::eclipse::pde::internal::ui::templates::osgi::OSGiSimpleLogServiceTemplate ",0,30,2,1.56044
"org::eclipse::pde::internal::ui::editor::toc::TocInputContext ",0,50,1,4.33338
"org::eclipse::pde::internal::ui::editor::feature::SynchronizeVersionsWizard ",0,14,0,7.72196
"org::eclipse::pde::internal::core::text::DocumentElementNode ",3,457,5,6.83452
"org::eclipse::pde::internal::ui::templates::rcp::HelloRCPNewWizard ",0,7,2,1.56044
"org::eclipse::pde::internal::core::ClasspathHelper ",0,277,11,21.0803
"org::eclipse::pde::ui::launcher::EclipseApplicationLaunchConfiguration ",0,188,11,23.6268
"org::eclipse::pde::internal::ui::parts::SharedPartWithButtons ",0,71,4,13.5695
"org::eclipse::pde::internal::ui::editor::text::AnnotationModelFactory ",0,7,1,5.84059
"org::eclipse::pde::internal::ui::search::dependencies::DependencyExtentOperation ",0,90,7,15.769
"org::eclipse::pde::internal::ui::wizards::toc::RegisterTocWizard ",0,27,1,1.76682
"org::eclipse::ui::internal::views::log::LogViewLabelProvider ",0,89,6,6.62605
"org::eclipse::pde::core::plugin::ModelEntry ",0,78,4,6.40904
"org::eclipse::pde::internal::ui::search::dialogs::PluginArtifactSearchHandler ",1,26,1,2.79724
"org::eclipse::pde::internal::core::TargetWeaver ",0,76,3,2.57507
"org::eclipse::pde::internal::ui::parts::PDESourceViewer ",0,139,1,1.76682
"org::eclipse::pde::internal::ui::editor::plugin::ExtensionPointDetails ",1,272,6,20.8861
"org::eclipse::pde::internal::ui::templates::ide::HelloWorldCmdNewWizard ",0,10,2,1.56044
"org::eclipse::pde::internal::ui::editor::plugin::LoopDialog ",0,38,3,12.9005
"org::eclipse::pde::internal::ui::editor::plugin::MissingResourcePage ",0,17,2,2.8819
"org::eclipse::pde::internal::ui::editor::cheatsheet::simple::actions::SimpleCSRemoveSubStepAction ",0,46,3,3.88096
"org::eclipse::pde::internal::ui::wizards::exports::BaseExportWizardPage ",2,199,11,25.1599
"org::eclipse::pde::internal::ui::editor::site::CategoryDetailsSection ",0,217,2,11.7472
"org::eclipse::pde::internal::ui::wizards::imports::FeatureImportOperation ",0,176,5,17.6967
"org::eclipse::pde::internal::ui::editor::schema::DocSection ",0,239,7,17.6161
"org::eclipse::pde::internal::ui::editor::OpenManifestAction ",0,53,5,10.3507
"org::eclipse::pde::internal::core::plugin::IdentifiablePluginObject ",0,22,3,12.0774
"org::eclipse::pde::internal::ui::editor::feature::URLSection ",0,236,2,5.52957
"org::eclipse::pde::internal::ui::search::dependencies::AddNewDependenciesOperation ",1,329,8,10.135
"org::eclipse::pde::internal::ui::editor::cheatsheet::simple::actions::SimpleCSRemoveStepAction ",0,38,6,3.18172
"org::eclipse::pde::internal::ui::search::dependencies::CalculateUsesOperation ",0,151,2,4.80854
"org::eclipse::pde::internal::ui::launcher::OSGiMigrationDelegate ",0,19,2,3.22666
"org::eclipse::pde::internal::ui::editor::ctxhelp::details::CtxHelpCommandDetails ",0,54,1,0
"org::eclipse::pde::internal::ui::ShowErrorInStackTraceConsoleAction ",0,24,1,0
"org::eclipse::pde::internal::ui::editor::AbstractFoldingStructureProvider ",0,53,1,5.51129
"org::eclipse::pde::internal::ui::wizards::WizardElement ",0,103,0,7.72707
"org::eclipse::pde::internal::ui::editor::text::ArgumentRule ",0,16,0,1.76682
"org::eclipse::pde::internal::ui::correction::RemoveLazyLoadingDirectiveResolution ",0,10,2,1.76682
"org::eclipse::pde::internal::ui::views::dependencies::HistoryListDialog ",0,140,3,7.696
"org::eclipse::pde::internal::ui::tests::macro::RecordAction ",0,31,0,4.68802
"org::eclipse::pde::internal::ui::tests::macro::CommandTarget ",0,21,0,4.68802
"org::eclipse::pde::internal::ui::search::PreviewReferenceAction ",0,21,0,6.41569
"org::eclipse::pde::internal::ui::editor::target::ContentPage ",0,22,3,6.21176
"org::eclipse::pde::internal::ui::wizards::extension::BaseExtensionPointMainPage ",0,385,16,25.4544
"org::eclipse::pde::internal::ui::wizards::exports::JNLPTab ",0,85,1,5.93615
"org::eclipse::pde::internal::core::plugin::WorkspaceExtensionsModel ",1,82,4,13.5775
"org::eclipse::pde::internal::ui::editor::text::XMLPartitionScanner ",0,6,0,7.91219
"org::eclipse::pde::internal::ui::nls::ModelChangeFile ",0,20,0,5.82082
"org::eclipse::pde::internal::core::builders::FragmentErrorReporter ",0,19,1,3.19695
"org::eclipse::pde::internal::ui::correction::UpdateClasspathResolution ",0,17,4,5.17653
"org::eclipse::pde::internal::ui::editor::plugin::DependencyAnalysisSection ",1,59,8,20.3477
"org::eclipse::pde::internal::core::AbstractModel ",0,78,5,16.8267
"org::eclipse::pde::internal::ui::editor::context::ManifestDocumentSetupParticipant ",0,10,1,6.44121
"org::eclipse::pde::internal::core::PDEState ",1,343,24,38.2013
"org::eclipse::pde::internal::ui::editor::plugin::BlankQuery ",0,19,1,3.82133
"org::eclipse::pde::internal::ui::editor::cheatsheet::simple::SimpleCSMasterTreeSection ",0,788,16,17.1691
"org::eclipse::pde::internal::ui::correction::UpdateActivationResolution ",0,50,2,1.76682
"org::eclipse::pde::internal::core::P2Utils ",5,170,11,10.3631
"org::eclipse::pde::internal::core::feature::FeatureObject ",0,104,4,14.0049
"org::eclipse::pde::internal::core::schema::StorageSchemaDescriptor ",0,40,0,6.42599
"org::eclipse::pde::internal::ui::editor::product::FeatureSection ",1,350,8,19.6259
"org::eclipse::pde::internal::ui::editor::PDEHyperlinkDetector ",0,29,2,4.00609
"org::eclipse::pde::internal::core::cheatsheet::comp::CompCSParam ",0,71,2,6.12275
"org::eclipse::pde::internal::ui::editor::MultiSourceEditor ",0,31,0,9.46033
"org::eclipse::pde::internal::ui::wizards::provisioner::update::UpdateSiteProvisionerWizard ",0,33,1,4.77474
"org::eclipse::pde::internal::ui::editor::context::InputContext ",0,376,7,22.5908
"org::eclipse::pde::internal::ui::editor::ctxhelp::details::CtxHelpDescriptionDetails ",0,46,1,0
"org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSDescription ",0,21,1,4.41258
"org::eclipse::pde::internal::ui::commands::CommandComposerDialog ",0,56,7,12.6552
"org::eclipse::pde::internal::ui::editor::ctxhelp::CtxHelpInputContextManager ",0,10,1,0
"org::eclipse::pde::internal::ui::editor::schema::NewReferenceAction ",0,16,0,8.62632
"org::eclipse::pde::internal::core::builders::PDEBuilderHelper ",0,38,2,3.00184
"org::eclipse::pde::internal::ui::build::FeatureExportJob ",0,53,7,16.4861
"org::eclipse::pde::internal::ui::editor::site::DescriptionSection ",0,156,3,15.5993
"org::eclipse::pde::internal::ui::editor::site::SiteEditorContributor ",0,6,0,5.61911
"org::eclipse::pde::internal::ui::preferences::CompilersPreferencePage ",0,74,6,15.7601
"org::eclipse::pde::internal::ui::editor::schema::AbstractSchemaDetails ",0,313,12,15.0607
"org::eclipse::pde::internal::ui::wizards::exports::AbstractExportWizardPage ",0,3,0,4.43166
"org::eclipse::pde::internal::ui::wizards::PluginSelectionDialog ",0,95,3,16.6715
"org::eclipse::pde::internal::ui::editor::plugin::PluginFoldingStructureProvider ",0,21,1,5.47181
"org::eclipse::pde::internal::ui::templates::ide::HelloWorldTemplate ",0,81,2,1.56044
"org::eclipse::pde::internal::core::product::IntroInfo ",0,22,0,3.19311
"org::eclipse::pde::internal::ui::templates::PDETemplateSection ",0,63,5,8.51529
"org::eclipse::pde::internal::ui::editor::text::ChangeAwareSourceViewerConfiguration ",0,98,8,12.2306
"org::eclipse::pde::internal::core::ant::ExportBuildListener ",0,17,0,3.19695
"org::eclipse::ui::internal::views::log::Activator ",0,44,1,2.99178
"org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSCommand ",0,28,2,5.74856
"org::eclipse::pde::ui::templates::NewPluginTemplateWizard ",0,12,1,5.98276
"org::eclipse::pde::internal::ui::editor::toc::TocContentProvider ",0,27,0,4.33338
"org::eclipse::pde::internal::ui::editor::target::OpenTargetProfileAction ",0,20,1,2.80367
"org::eclipse::pde::internal::runtime::spy::sections::ActivePartSection ",0,80,4,5.82803
"org::eclipse::pde::internal::ui::editor::contentassist::XMLCompletionProposal ",2,405,18,15.4536
"org::eclipse::pde::ui::launcher::ConfigurationTab ",0,52,4,11.3416
"org::eclipse::pde::internal::ui::wizards::exports::JARSigningTab ",0,117,1,5.93615
"org::eclipse::pde::internal::ui::views::plugins::PluginsDragAdapter ",0,49,1,1.76682
"org::eclipse::pde::internal::ui::tests::macro::MacroCommand ",0,37,0,4.18914
"org::eclipse::pde::internal::ui::wizards::exports::FeatureExportWizardPage ",0,97,4,18.6835
"org::eclipse::pde::internal::ui::parts::SharedPart ",0,30,1,7.47927
"org::eclipse::pde::internal::core::builders::ManifestConsistencyChecker ",2,230,11,19.2408
"org::eclipse::pde::internal::core::plugin::AbstractExtensionsModel ",0,60,7,19.1282
"org::eclipse::pde::internal::ui::editor::contentassist::XMLContentAssistText ",0,82,1,1.76682
"org::eclipse::pde::internal::ui::editor::cheatsheet::simple::actions::SimpleCSPreviewAction ",0,39,1,1.76682
